qacver	saccver	bitscore	evalue	qlen	slen	length	qcovs	pident	taxid	protein	species	a	b	c	d	e	f	g	h	I	j	k	l	m	n	o	p
WP_002854338.1	DAB21006.1	78.4	4.15E-11	820	568	487	58	16.632	1916319	TPA: hypothetical protein CPT85_08600 [Candidatus Gastranaerophilales bacterium HUM_21]	Candidatus Gastranaerophilales bacterium HUM_21	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Candidatus Melainabacteria	Candidatus Gastranaerophilales										
WP_002854338.1	SPR11262.1	78	4.2E-11	820	501	414	49	17.15	784	TPR repeat-containing protein 03 [Orientia tsutsugamushi]	Orientia tsutsugamushi	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsieae	Orientia								
WP_002854338.1	SPR11262.1	66.1	2.25E-07	820	501	358	49	18.715	784	TPR repeat-containing protein 03 [Orientia tsutsugamushi]	Orientia tsutsugamushi	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsieae	Orientia								
WP_002854338.1	PYU62508.1	78.8	4.45E-11	820	851	390	46	20.256	1978231	hypothetical protein DMG56_11745 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)											
WP_002854338.1	GBC94242.1	78.8	4.52E-11	820	838	705	81	17.163	2035411	Beta-barrel assembly-enhancing protease [bacterium HR16]	bacterium HR16	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)												
WP_002854338.1	WP_046662412.1	78.8	4.7E-11	820	1059	498	54	18.876	1126;1641812;1698524	serine protease [Microcystis aeruginosa]	Microcystis aeruginosa	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Chroococcales	Microcystaceae	Microcystis							
WP_002854338.1	WP_045916419.1	78	4.78E-11	820	569	382	49	18.063	784;1359186	tetratricopeptide repeat protein [Orientia tsutsugamushi]	Orientia tsutsugamushi	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsieae	Orientia								
WP_002854338.1	WP_045916419.1	58.4	7.12E-05	820	569	268	49	20.896	784;1359186	tetratricopeptide repeat protein [Orientia tsutsugamushi]	Orientia tsutsugamushi	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsieae	Orientia								
WP_002854338.1	PYU73770.1	78.8	4.81E-11	820	851	438	52	19.406	1978231	hypothetical protein DMG52_14005 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)											
WP_002854338.1	WP_086102464.1	78.8	4.97E-11	820	1114	371	42	17.52	1985174	tetratricopeptide repeat protein [Chitinophagaceae bacterium IBVUCB2]	Chitinophagaceae bacterium IBVUCB2	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	unclassified Chitinophagaceae							
WP_002854338.1	PYU50522.1	78.4	5.06E-11	820	851	438	52	19.406	1978231	hypothetical protein DMG53_02945 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)											
WP_002854338.1	PYU39545.1	78.4	5.06E-11	820	851	438	52	19.406	1978231	hypothetical protein DMG54_26630 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)											
WP_002854338.1	TDI86184.1	78.4	5.1E-11	820	914	364	81	19.231	1962856	tetratricopeptide repeat protein [Caldithrix sp.]	Caldithrix sp.	cellular organisms	Bacteria	Calditrichaeota	Calditrichae	Calditrichales	Calditrichaceae	Caldithrix									
WP_002854338.1	TDI86184.1	72.6	3.67E-09	820	914	709	81	17.066	1962856	tetratricopeptide repeat protein [Caldithrix sp.]	Caldithrix sp.	cellular organisms	Bacteria	Calditrichaeota	Calditrichae	Calditrichales	Calditrichaceae	Caldithrix									
WP_002854338.1	TDI86184.1	68.4	6.83E-08	820	914	461	81	18.221	1962856	tetratricopeptide repeat protein [Caldithrix sp.]	Caldithrix sp.	cellular organisms	Bacteria	Calditrichaeota	Calditrichae	Calditrichales	Calditrichaceae	Caldithrix									
WP_002854338.1	TDI86184.1	68.4	7.13E-08	820	914	655	81	16.641	1962856	tetratricopeptide repeat protein [Caldithrix sp.]	Caldithrix sp.	cellular organisms	Bacteria	Calditrichaeota	Calditrichae	Calditrichales	Calditrichaceae	Caldithrix									
WP_002854338.1	TDI86184.1	57.6	0.00013	820	914	660	81	16.667	1962856	tetratricopeptide repeat protein [Caldithrix sp.]	Caldithrix sp.	cellular organisms	Bacteria	Calditrichaeota	Calditrichae	Calditrichales	Calditrichaceae	Caldithrix									
WP_002854338.1	OGP03554.1	77.6	5.91E-11	820	567	456	44	18.64	1797802;1797857;1797870;1797886	hypothetical protein A2Z91_07390 [Deltaproteobacteria bacterium GWA2_38_16]	Deltaproteobacteria bacterium GWA2_38_16	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)									
WP_002854338.1	WP_110545800.1	78.4	6.26E-11	820	1091	391	53	18.414	1126;449534	serine protease [Microcystis aeruginosa]	Microcystis aeruginosa	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Chroococcales	Microcystaceae	Microcystis							
WP_002854338.1	WP_110545800.1	74.6	9.94E-10	820	1091	497	53	19.115	1126;449534	serine protease [Microcystis aeruginosa]	Microcystis aeruginosa	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Chroococcales	Microcystaceae	Microcystis							
WP_002854338.1	PYT17011.1	78.4	6.61E-11	820	1019	213	25	19.249	1978231	hypothetical protein DMF51_03380 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)											
WP_002854338.1	OLE66893.1	78	7.58E-11	820	1020	213	25	21.127	1803430	hypothetical protein AUG09_05260 [Acidobacteria bacterium 13_1_20CM_2_68_7]	Acidobacteria bacterium 13_1_20CM_2_68_7	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)											
WP_002854338.1	PIE82079.1	77.6	7.99E-11	820	614	402	46	18.159	2026724	peptidase S1, partial [Chloroflexi bacterium]	Chloroflexi bacterium	cellular organisms	Bacteria	Terrabacteria group	Chloroflexi	unclassified Chloroflexi	unclassified Chloroflexi (miscellaneous)										
WP_002854338.1	PIE82079.1	58	0.000105	820	614	269	46	20.818	2026724	peptidase S1, partial [Chloroflexi bacterium]	Chloroflexi bacterium	cellular organisms	Bacteria	Terrabacteria group	Chloroflexi	unclassified Chloroflexi	unclassified Chloroflexi (miscellaneous)										
WP_002854338.1	WP_047108579.1	77.6	8.28E-11	820	800	741	82	16.734	159	tetratricopeptide repeat protein [Brachyspira hyodysenteriae]	Brachyspira hyodysenteriae	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira									
WP_002854338.1	WP_020721047.1	77.6	8.62E-11	820	853	399	47	19.799	1267535	tetratricopeptide repeat protein [Acidobacteriaceae bacterium KBS 96]	Acidobacteriaceae bacterium KBS 96	cellular organisms	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	unclassified Acidobacteriaceae									
WP_002854338.1	WP_047114220.1	77.6	1.01E-10	820	800	741	82	16.734	159	tetratricopeptide repeat protein [Brachyspira hyodysenteriae]	Brachyspira hyodysenteriae	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira									
WP_002854338.1	XP_001634110.1	77.6	1.04E-10	820	1194	428	47	18.692	45351	predicted protein [Nematostella vectensis]	Nematostella vectensis	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Cnidaria	Anthozoa	Hexacorallia	Actiniaria	Edwardsiidae	Nematostella					
WP_002854338.1	XP_001634110.1	76.1	3.33E-10	820	1194	389	47	19.023	45351	predicted protein [Nematostella vectensis]	Nematostella vectensis	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Cnidaria	Anthozoa	Hexacorallia	Actiniaria	Edwardsiidae	Nematostella					
WP_002854338.1	XP_001634110.1	66.5	2.72E-07	820	1194	412	47	17.233	45351	predicted protein [Nematostella vectensis]	Nematostella vectensis	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Cnidaria	Anthozoa	Hexacorallia	Actiniaria	Edwardsiidae	Nematostella					
WP_002854338.1	OEU53321.1	77.3	1.11E-10	820	801	701	81	15.264	1869298	hypothetical protein BA861_01840 [Desulfobacterales bacterium S3730MH5]	Desulfobacterales bacterium S3730MH5	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfobacterales	unclassified Desulfobacterales									
WP_002854338.1	OYT21285.1	77.3	1.11E-10	820	654	425	50	17.412	2004993	hypothetical protein CCU26_02070 [Nitrospira sp. UW-LDO-01]	Nitrospira sp. UW-LDO-01	cellular organisms	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira									
WP_002854338.1	ACN84402.1	77.3	1.13E-10	820	798	741	82	16.734	565034	TPR domain-containing protein [Brachyspira hyodysenteriae WA1]	Brachyspira hyodysenteriae WA1	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira hyodysenteriae								
WP_002854338.1	WP_044555364.1	77.3	1.13E-10	820	800	741	82	16.734	159	tetratricopeptide repeat protein [Brachyspira hyodysenteriae]	Brachyspira hyodysenteriae	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira									
WP_002854338.1	OEU78885.1	77.3	1.14E-10	820	801	701	81	15.264	1869299	hypothetical protein BA865_09700 [Desulfobacterales bacterium S5133MH4]	Desulfobacterales bacterium S5133MH4	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfobacterales	unclassified Desulfobacterales									
WP_002854338.1	RZV84919.1	77.3	1.17E-10	820	663	716	86	16.061	2512262;2555784	tetratricopeptide repeat protein [Candidatus Scalindua sp. SCAELEC01]	Candidatus Scalindua sp. SCAELEC01	cellular organisms	Bacteria	PVC group	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales	Candidatus Brocadiaceae	Candidatus Scalindua								
WP_002854338.1	RZV84919.1	59.9	2.77E-05	820	663	557	86	16.876	2512262;2555784	tetratricopeptide repeat protein [Candidatus Scalindua sp. SCAELEC01]	Candidatus Scalindua sp. SCAELEC01	cellular organisms	Bacteria	PVC group	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales	Candidatus Brocadiaceae	Candidatus Scalindua								
WP_002854338.1	WP_025392769.1	76.9	1.38E-10	820	697	503	59	17.495	33002;694431	tetratricopeptide repeat protein [Desulfurella acetivorans]	Desulfurella acetivorans	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Desulfurella								
WP_002854338.1	DAA95704.1	76.9	1.39E-10	820	585	387	45	19.638	1916320	TPA: hypothetical protein CPT80_06270 [Candidatus Gastranaerophilales bacterium HUM_9]	Candidatus Gastranaerophilales bacterium HUM_9	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Candidatus Melainabacteria	Candidatus Gastranaerophilales										
WP_002854338.1	PYU04619.1	77.3	1.41E-10	820	850	395	46	21.013	1978231	hypothetical protein DMG33_13650 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)											
WP_002854338.1	RCJ26557.1	77.3	1.52E-10	820	1239	655	76	18.168	1840705	hypothetical protein A6S26_14230 [Nostoc sp. ATCC 43529]	Nostoc sp. ATCC 43529	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Nostocaceae	Nostoc								
WP_002854338.1	AKB17953.1	77.3	1.56E-10	820	1749	680	84	16.618	1434103	hypothetical protein MSWHS_1090 [Methanosarcina sp. WWM596]	Methanosarcina sp. WWM596	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina								
WP_002854338.1	AKB17953.1	62.6	5.06E-06	820	1749	438	84	15.525	1434103	hypothetical protein MSWHS_1090 [Methanosarcina sp. WWM596]	Methanosarcina sp. WWM596	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina								
WP_002854338.1	AKB17953.1	58.8	6.74E-05	820	1749	411	84	17.032	1434103	hypothetical protein MSWHS_1090 [Methanosarcina sp. WWM596]	Methanosarcina sp. WWM596	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina								
WP_002854338.1	AKB17953.1	55.3	0.000823	820	1749	273	84	20.513	1434103	hypothetical protein MSWHS_1090 [Methanosarcina sp. WWM596]	Methanosarcina sp. WWM596	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina								
WP_002854338.1	WP_047104545.1	76.9	1.56E-10	820	800	741	82	16.869	159	tetratricopeptide repeat protein [Brachyspira hyodysenteriae]	Brachyspira hyodysenteriae	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira									
WP_002854338.1	NP_001297064.1	77.3	1.57E-10	820	1902	455	47	18.022	9606	tetratricopeptide repeat protein 6 isoform 1 [Homo sapiens]	Homo sapiens	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda
WP_002854338.1	OEU81550.1	76.9	1.62E-10	820	766	661	76	16.188	1869303	hypothetical protein BA872_02220, partial [Desulfobacterales bacterium C00003060]	Desulfobacterales bacterium C00003060	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfobacterales	unclassified Desulfobacterales									
WP_002854338.1	XP_022098339.1	76.9	1.7E-10	820	893	250	28	20	133434	transmembrane and TPR repeat-containing protein 2-like isoform X2 [Acanthaster planci]	Acanthaster planci	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Echinodermata	Eleutherozoa	Asterozoa	Asteroidea	Valvatacea	Valvatida	Acanthasteridae	Acanthaster	
WP_002854338.1	WP_109352698.1	77.3	1.73E-10	820	1584	786	77	17.048	2100723	ATP-binding protein [Algibacter sp. ZY111]	Algibacter sp. ZY111	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Algibacter							
WP_002854338.1	WP_109352698.1	63	3.34E-06	820	1584	330	77	14.848	2100723	ATP-binding protein [Algibacter sp. ZY111]	Algibacter sp. ZY111	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Algibacter							
WP_002854338.1	WP_069725830.1	76.5	1.89E-10	820	751	677	74	17.134	1287055	tetratricopeptide repeat protein [Brachyspira hampsonii]	Brachyspira hampsonii	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira									
WP_002854338.1	WP_134484578.1	74.9	1.9E-10	820	354	243	28	20.988	1798806	tetratricopeptide repeat protein [Candidatus Nitrosocosmicus franklandus]	Candidatus Nitrosocosmicus franklandus	cellular organisms	Archaea	TACK group	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrosocosmicus								
WP_002854338.1	PLX15766.1	77.3	1.92E-10	820	2476	689	83	14.804	2053465	hypothetical protein C0601_12380 [bacterium BM706]	bacterium BM706	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)												
WP_002854338.1	PLX15766.1	73	3.93E-09	820	2476	662	83	15.861	2053465	hypothetical protein C0601_12380 [bacterium BM706]	bacterium BM706	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)												
WP_002854338.1	PLX15766.1	64.5	1.37E-06	820	2476	433	83	18.014	2053465	hypothetical protein C0601_12380 [bacterium BM706]	bacterium BM706	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)												
WP_002854338.1	PLX15766.1	59.5	5.19E-05	820	2476	613	83	14.682	2053465	hypothetical protein C0601_12380 [bacterium BM706]	bacterium BM706	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)												
WP_002854338.1	PYS97348.1	75.7	1.93E-10	820	453	398	45	19.347	1978231	hypothetical protein DMF65_11925 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)											
WP_002854338.1	WP_050035849.1	76.5	1.96E-10	820	727	350	37	20	2209	tetratricopeptide repeat protein [Methanosarcina mazei]	Methanosarcina mazei	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina								
WP_002854338.1	WP_137726758.1	76.1	2.06E-10	820	543	243	34	20.576	2209	tetratricopeptide repeat protein [Methanosarcina mazei]	Methanosarcina mazei	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina								
WP_002854338.1	WP_137726758.1	57.6	0.000101	820	543	314	34	19.427	2209	tetratricopeptide repeat protein [Methanosarcina mazei]	Methanosarcina mazei	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina								
WP_002854338.1	XP_001012899.1	76.5	2.26E-10	820	1122	527	77	18.406	312017	tetratricopeptide repeat protein [Tetrahymena thermophila SB210]	Tetrahymena thermophila SB210	cellular organisms	Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Hymenostomatida	Tetrahymenina	Tetrahymenidae	Tetrahymena	Tetrahymena thermophila					
WP_002854338.1	XP_001012899.1	66.9	2.25E-07	820	1122	641	77	16.693	312017	tetratricopeptide repeat protein [Tetrahymena thermophila SB210]	Tetrahymena thermophila SB210	cellular organisms	Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Hymenostomatida	Tetrahymenina	Tetrahymenidae	Tetrahymena	Tetrahymena thermophila					
WP_002854338.1	XP_001012899.1	65.3	6.48E-07	820	1122	646	77	18.421	312017	tetratricopeptide repeat protein [Tetrahymena thermophila SB210]	Tetrahymena thermophila SB210	cellular organisms	Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Hymenostomatida	Tetrahymenina	Tetrahymenidae	Tetrahymena	Tetrahymena thermophila					
WP_002854338.1	ETR72867.1	76.9	2.26E-10	820	1458	236	27	20.339	890399	TPR repeat-containing protein [Candidatus Magnetoglobus multicellularis str. Araruama]	Candidatus Magnetoglobus multicellularis str. Araruama	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Candidatus Magnetoglobus	Candidatus Magnetoglobus multicellularis							
