taxid	protein	species	1	2	3	4	5	6	7	8																									
2004993	hypothetical protein CCU26_02070 [Nitrospira sp. UW-LDO-01]	Nitrospira sp. UW-LDO-01	cellular organisms	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira																										
565034	TPR domain-containing protein [Brachyspira hyodysenteriae WA1]	Brachyspira hyodysenteriae WA1	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira hyodysenteriae																									
159	tetratricopeptide repeat protein [Brachyspira hyodysenteriae]	Brachyspira hyodysenteriae	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira																										
1869299	hypothetical protein BA865_09700 [Desulfobacterales bacterium S5133MH4]	Desulfobacterales bacterium S5133MH4	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfobacterales	unclassified Desulfobacterales																										
2512262	tetratricopeptide repeat protein [Candidatus Scalindua sp. SCAELEC01]	Candidatus Scalindua sp. SCAELEC01	cellular organisms	Bacteria	PVC group	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales	Candidatus Brocadiaceae	Candidatus Scalindua																									
2512262	tetratricopeptide repeat protein [Candidatus Scalindua sp. SCAELEC01]	Candidatus Scalindua sp. SCAELEC01	cellular organisms	Bacteria	PVC group	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales	Candidatus Brocadiaceae	Candidatus Scalindua																									
33002	tetratricopeptide repeat protein [Desulfurella acetivorans]	Desulfurella acetivorans	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Desulfurella																									
1916320	TPA: hypothetical protein CPT80_06270 [Candidatus Gastranaerophilales bacterium HUM_9]	Candidatus Gastranaerophilales bacterium HUM_9	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Candidatus Melainabacteria	Candidatus Gastranaerophilales																											
1978231	hypothetical protein DMG33_13650 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																												
1840705	hypothetical protein A6S26_14230 [Nostoc sp. ATCC 43529]	Nostoc sp. ATCC 43529	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Nostocaceae	Nostoc																									
1434103	hypothetical protein MSWHS_1090 [Methanosarcina sp. WWM596]	Methanosarcina sp. WWM596	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina																									
1434103	hypothetical protein MSWHS_1090 [Methanosarcina sp. WWM596]	Methanosarcina sp. WWM596	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina																									
1434103	hypothetical protein MSWHS_1090 [Methanosarcina sp. WWM596]	Methanosarcina sp. WWM596	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina																									
1434103	hypothetical protein MSWHS_1090 [Methanosarcina sp. WWM596]	Methanosarcina sp. WWM596	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina																									
159	tetratricopeptide repeat protein [Brachyspira hyodysenteriae]	Brachyspira hyodysenteriae	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira																										
9606	tetratricopeptide repeat protein 6 isoform 1 [Homo sapiens]	Homo sapiens	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Euarchontoglires	Primates	Haplorrhini	Simiiformes	Catarrhini	Hominoidea	Hominidae	Homininae	Homo			
1869303	hypothetical protein BA872_02220, partial [Desulfobacterales bacterium C00003060]	Desulfobacterales bacterium C00003060	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfobacterales	unclassified Desulfobacterales																										
133434	transmembrane and TPR repeat-containing protein 2-like isoform X2 [Acanthaster planci]	Acanthaster planci	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Echinodermata	Eleutherozoa	Asterozoa	Asteroidea	Valvatacea	Valvatida	Acanthasteridae	Acanthaster																		
2100723	ATP-binding protein [Algibacter sp. ZY111]	Algibacter sp. ZY111	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Algibacter																								
2100723	ATP-binding protein [Algibacter sp. ZY111]	Algibacter sp. ZY111	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Algibacter																								
1287055	tetratricopeptide repeat protein [Brachyspira hampsonii]	Brachyspira hampsonii	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira																										
1798806	tetratricopeptide repeat protein [Candidatus Nitrosocosmicus franklandus]	Candidatus Nitrosocosmicus franklandus	cellular organisms	Archaea	TACK group	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrosocosmicus																									
2053465	hypothetical protein C0601_12380 [bacterium BM706]	bacterium BM706	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)																													
2053465	hypothetical protein C0601_12380 [bacterium BM706]	bacterium BM706	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)																													
2053465	hypothetical protein C0601_12380 [bacterium BM706]	bacterium BM706	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)																													
2053465	hypothetical protein C0601_12380 [bacterium BM706]	bacterium BM706	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)																													
1978231	hypothetical protein DMF65_11925 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																												
2209	tetratricopeptide repeat protein [Methanosarcina mazei]	Methanosarcina mazei	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina																									
2209	tetratricopeptide repeat protein [Methanosarcina mazei]	Methanosarcina mazei	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina																									
2209	tetratricopeptide repeat protein [Methanosarcina mazei]	Methanosarcina mazei	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina																									
312017	tetratricopeptide repeat protein [Tetrahymena thermophila SB210]	Tetrahymena thermophila SB210	cellular organisms	Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Hymenostomatida	Tetrahymenina	Tetrahymenidae	Tetrahymena	Tetrahymena thermophila																						
312017	tetratricopeptide repeat protein [Tetrahymena thermophila SB210]	Tetrahymena thermophila SB210	cellular organisms	Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Hymenostomatida	Tetrahymenina	Tetrahymenidae	Tetrahymena	Tetrahymena thermophila																						
312017	tetratricopeptide repeat protein [Tetrahymena thermophila SB210]	Tetrahymena thermophila SB210	cellular organisms	Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Hymenostomatida	Tetrahymenina	Tetrahymenidae	Tetrahymena	Tetrahymena thermophila																						
890399	TPR repeat-containing protein [Candidatus Magnetoglobus multicellularis str. Araruama]	Candidatus Magnetoglobus multicellularis str. Araruama	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Candidatus Magnetoglobus	Candidatus Magnetoglobus multicellularis																								
133434	transmembrane and TPR repeat-containing protein 2-like isoform X1 [Acanthaster planci]	Acanthaster planci	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Echinodermata	Eleutherozoa	Asterozoa	Asteroidea	Valvatacea	Valvatida	Acanthasteridae	Acanthaster																		
1742972	tetratricopeptide repeat protein [Candidatus Nitrospira nitrosa]	Candidatus Nitrospira nitrosa	cellular organisms	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira																										
1499966	TPR Domain containing protein [Candidatus Moduliflexus flocculans]	Candidatus Moduliflexus flocculans	cellular organisms	Bacteria	unclassified Bacteria	Candidatus Moduliflexus																													
1499966	TPR Domain containing protein [Candidatus Moduliflexus flocculans]	Candidatus Moduliflexus flocculans	cellular organisms	Bacteria	unclassified Bacteria	Candidatus Moduliflexus																													
2209	tetratricopeptide repeat protein [Methanosarcina mazei]	Methanosarcina mazei	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina																									
1956163	hypothetical protein B1H05_02150 [Candidatus Cloacimonas sp. 4484_140]	Candidatus Cloacimonas sp. 4484_140	cellular organisms	Bacteria	FCB group	Candidatus Cloacimonetes	Candidatus Cloacimonas																												
1956163	hypothetical protein B1H05_02150 [Candidatus Cloacimonas sp. 4484_140]	Candidatus Cloacimonas sp. 4484_140	cellular organisms	Bacteria	FCB group	Candidatus Cloacimonetes	Candidatus Cloacimonas																												
1509431	glycosyltransferase [Candidatus Magnetomorum sp. HK-1]	Candidatus Magnetomorum sp. HK-1	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Candidatus Magnetomorum																									
1974048	hypothetical protein COV66_03890 [Nitrospinae bacterium CG11_big_fil_rev_8_21_14_0_20_45_15]	Nitrospinae bacterium CG11_big_fil_rev_8_21_14_0_20_45_15	cellular organisms	Bacteria	Nitrospinae/Tectomicrobia group	Nitrospinae	unclassified Nitrospinae																												
1974048	hypothetical protein COV66_03890 [Nitrospinae bacterium CG11_big_fil_rev_8_21_14_0_20_45_15]	Nitrospinae bacterium CG11_big_fil_rev_8_21_14_0_20_45_15	cellular organisms	Bacteria	Nitrospinae/Tectomicrobia group	Nitrospinae	unclassified Nitrospinae																												
1974048	hypothetical protein COV66_03890 [Nitrospinae bacterium CG11_big_fil_rev_8_21_14_0_20_45_15]	Nitrospinae bacterium CG11_big_fil_rev_8_21_14_0_20_45_15	cellular organisms	Bacteria	Nitrospinae/Tectomicrobia group	Nitrospinae	unclassified Nitrospinae																												
1974048	hypothetical protein COV66_03890 [Nitrospinae bacterium CG11_big_fil_rev_8_21_14_0_20_45_15]	Nitrospinae bacterium CG11_big_fil_rev_8_21_14_0_20_45_15	cellular organisms	Bacteria	Nitrospinae/Tectomicrobia group	Nitrospinae	unclassified Nitrospinae																												
79269	tetratricopeptide repeat protein [Desulfurella multipotens]	Desulfurella multipotens	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Desulfurella																									
1803446	hypothetical protein AUI47_05070 [Acidobacteria bacterium 13_1_40CM_2_68_5]	Acidobacteria bacterium 13_1_40CM_2_68_5	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																												
2053489	tetratricopeptide repeat protein, partial [Candidatus Lokiarchaeota archaeon]	Candidatus Lokiarchaeota archaeon	cellular organisms	Archaea	Asgard group	Candidatus Lokiarchaeota	unclassified Lokiarchaeota																												
2053489	tetratricopeptide repeat protein, partial [Candidatus Lokiarchaeota archaeon]	Candidatus Lokiarchaeota archaeon	cellular organisms	Archaea	Asgard group	Candidatus Lokiarchaeota	unclassified Lokiarchaeota																												
2030808	tetratricopeptide repeat protein [Candidatus Cloacimonetes bacterium]	Candidatus Cloacimonetes bacterium	cellular organisms	Bacteria	FCB group	Candidatus Cloacimonetes	unclassified Candidatus Cloacimonetes																												
2030808	tetratricopeptide repeat protein [Candidatus Cloacimonetes bacterium]	Candidatus Cloacimonetes bacterium	cellular organisms	Bacteria	FCB group	Candidatus Cloacimonetes	unclassified Candidatus Cloacimonetes																												
1742972	conserved exported hypothetical protein [Candidatus Nitrospira nitrosa]	Candidatus Nitrospira nitrosa	cellular organisms	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira																										
70125	tetratricopeptide repeat protein [Nitrospira sp.]	Nitrospira sp.	cellular organisms	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira																										
945775	hypothetical protein DCF19_07925 [Pseudanabaena frigida]	Pseudanabaena frigida	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Synechococcales	Pseudanabaenaceae	Pseudanabaena																									
945775	hypothetical protein DCF19_07925 [Pseudanabaena frigida]	Pseudanabaena frigida	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Synechococcales	Pseudanabaenaceae	Pseudanabaena																									
2012999	hypothetical protein CEE39_01975 [bacterium (candidate division B38) B3_B38]	bacterium (candidate division B38) B3_B38	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)																													
6500	PREDICTED: uncharacterized protein LOC101857057 [Aplysia californica]	Aplysia californica	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Lophotrochozoa	Mollusca	Gastropoda	Heterobranchia	Euthyneura	Euopisthobranchia	Aplysiida	Aplysioidea	Aplysiidae	Aplysia																
1487953	tetratricopeptide repeat protein [[Leptolyngbya] sp. JSC-1]	[Leptolyngbya] sp. JSC-1	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	unclassified Cyanobacteria																											
2035411	TPR repeat-containing protein YrrB [bacterium HR16]	bacterium HR16	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)																													
