taxid	protein	species	1	2	3	4	5	6	7	8																											
2030807	hypothetical protein DRI96_01415, partial [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes																													
2030807	hypothetical protein DRI96_01415, partial [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes																													
2030807	hypothetical protein DRI96_01415, partial [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes																													
1643429	Beta-barrel assembly machine subunit BamD, partial [Candidatus Kryptobacter tengchongensis]	Candidatus Kryptobacter tengchongensis	cellular organisms	Bacteria	FCB group	Candidatus Kryptonia	Candidatus Kryptobacter																														
1643429	Beta-barrel assembly machine subunit BamD, partial [Candidatus Kryptobacter tengchongensis]	Candidatus Kryptobacter tengchongensis	cellular organisms	Bacteria	FCB group	Candidatus Kryptonia	Candidatus Kryptobacter																														
1643429	Beta-barrel assembly machine subunit BamD, partial [Candidatus Kryptobacter tengchongensis]	Candidatus Kryptobacter tengchongensis	cellular organisms	Bacteria	FCB group	Candidatus Kryptonia	Candidatus Kryptobacter																														
1643429	Beta-barrel assembly machine subunit BamD, partial [Candidatus Kryptobacter tengchongensis]	Candidatus Kryptobacter tengchongensis	cellular organisms	Bacteria	FCB group	Candidatus Kryptonia	Candidatus Kryptobacter																														
1643429	Beta-barrel assembly machine subunit BamD, partial [Candidatus Kryptobacter tengchongensis]	Candidatus Kryptobacter tengchongensis	cellular organisms	Bacteria	FCB group	Candidatus Kryptonia	Candidatus Kryptobacter																														
2026735	hypothetical protein DRG76_09290, partial [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)																												
2026769	outer membrane protein assembly factor BamD, partial [Nitrospinae bacterium]	Nitrospinae bacterium	cellular organisms	Bacteria	Nitrospinae/Tectomicrobia group	Nitrospinae	unclassified Nitrospinae																														
2026769	outer membrane protein assembly factor BamD, partial [Nitrospinae bacterium]	Nitrospinae bacterium	cellular organisms	Bacteria	Nitrospinae/Tectomicrobia group	Nitrospinae	unclassified Nitrospinae																														
1919114	hypothetical protein BRD51_01230 [Bacteroidetes bacterium SW_11_64_17]	Bacteroidetes bacterium SW_11_64_17	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	unclassified Bacteroidetes	unclassified Bacteroidetes (miscellaneous)																												
1919114	hypothetical protein BRD51_01230 [Bacteroidetes bacterium SW_11_64_17]	Bacteroidetes bacterium SW_11_64_17	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	unclassified Bacteroidetes	unclassified Bacteroidetes (miscellaneous)																												
1919114	hypothetical protein BRD51_01230 [Bacteroidetes bacterium SW_11_64_17]	Bacteroidetes bacterium SW_11_64_17	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	unclassified Bacteroidetes	unclassified Bacteroidetes (miscellaneous)																												
2030807	hypothetical protein DRJ04_00060 [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes																													
2030807	hypothetical protein DRJ04_00060 [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes																													
2030807	hypothetical protein DRJ04_00060 [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes																													
2030807	hypothetical protein DRJ04_00060 [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes																													
1643429	tetratricopeptide repeat protein [Candidatus Kryptobacter tengchongensis]	Candidatus Kryptobacter tengchongensis	cellular organisms	Bacteria	FCB group	Candidatus Kryptonia	Candidatus Kryptobacter																														
1643429	tetratricopeptide repeat protein [Candidatus Kryptobacter tengchongensis]	Candidatus Kryptobacter tengchongensis	cellular organisms	Bacteria	FCB group	Candidatus Kryptonia	Candidatus Kryptobacter																														
1643429	tetratricopeptide repeat protein [Candidatus Kryptobacter tengchongensis]	Candidatus Kryptobacter tengchongensis	cellular organisms	Bacteria	FCB group	Candidatus Kryptonia	Candidatus Kryptobacter																														
1801714	hypothetical protein A3D21_02570 [Nitrospirae bacterium RIFCSPHIGHO2_02_FULL_42_12]	Nitrospirae bacterium RIFCSPHIGHO2_02_FULL_42_12	cellular organisms	Bacteria	Nitrospirae	unclassified Nitrospirae																															
58180	tetratricopeptide repeat protein [Desulfovibrio alaskensis]	Desulfovibrio alaskensis	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio																											
58180	tetratricopeptide repeat protein [Desulfovibrio alaskensis]	Desulfovibrio alaskensis	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio																											
1206767	hypothetical protein B193_3020 [Desulfovibrio magneticus str. Maddingley MBC34]	Desulfovibrio magneticus str. Maddingley MBC34	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio magneticus																										
2026735	hypothetical protein DRH20_14440, partial [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)																												
1560234	tetratricopeptide repeat protein [Halodesulfovibrio spirochaetisodalis]	Halodesulfovibrio spirochaetisodalis	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Halodesulfovibrio																											
2030807	tetratricopeptide repeat protein [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes																													
2030807	tetratricopeptide repeat protein [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes																													
2030807	tetratricopeptide repeat protein [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes																													
2030807	tetratricopeptide repeat protein [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes																													
2030807	tetratricopeptide repeat protein [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes																													
57320	tetratricopeptide repeat protein [Pseudodesulfovibrio profundus]	Pseudodesulfovibrio profundus	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio																											
57320	tetratricopeptide repeat protein [Pseudodesulfovibrio profundus]	Pseudodesulfovibrio profundus	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio																											
182210	tetratricopeptide repeat protein [Pseudodesulfovibrio aespoeensis]	Pseudodesulfovibrio aespoeensis	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio																											
182210	tetratricopeptide repeat protein [Pseudodesulfovibrio aespoeensis]	Pseudodesulfovibrio aespoeensis	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio																											
2053570	hypothetical protein DRP97_01175 [Candidatus Latescibacteria bacterium]	Candidatus Latescibacteria bacterium	cellular organisms	Bacteria	FCB group	Candidatus Latescibacteria	unclassified Candidatus Latescibacteria																														
2053570	hypothetical protein DRP97_01175 [Candidatus Latescibacteria bacterium]	Candidatus Latescibacteria bacterium	cellular organisms	Bacteria	FCB group	Candidatus Latescibacteria	unclassified Candidatus Latescibacteria																														
2053570	hypothetical protein DRP97_01175 [Candidatus Latescibacteria bacterium]	Candidatus Latescibacteria bacterium	cellular organisms	Bacteria	FCB group	Candidatus Latescibacteria	unclassified Candidatus Latescibacteria																														
57320	conserved exported protein of unknown function [Pseudodesulfovibrio profundus]	Pseudodesulfovibrio profundus	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio																											
57320	conserved exported protein of unknown function [Pseudodesulfovibrio profundus]	Pseudodesulfovibrio profundus	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio																											
2109626	tetratricopeptide repeat protein [Desulfonatronum sp. SC1]	Desulfonatronum sp. SC1	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum																											
29549	tetratricopeptide repeat protein [Rhodothermus marinus]	Rhodothermus marinus	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes Order II. Incertae sedis	Rhodothermaceae	Rhodothermus																											
29549	tetratricopeptide repeat protein [Rhodothermus marinus]	Rhodothermus marinus	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes Order II. Incertae sedis	Rhodothermaceae	Rhodothermus																											
29549	tetratricopeptide repeat protein [Rhodothermus marinus]	Rhodothermus marinus	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes Order II. Incertae sedis	Rhodothermaceae	Rhodothermus																											
2026735	hypothetical protein DRH12_15010, partial [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)																												
126333	tetratricopeptide repeat protein [Halodesulfovibrio aestuarii]	Halodesulfovibrio aestuarii	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Halodesulfovibrio																											
1643429	tetratricopeptide repeat protein [Candidatus Kryptobacter tengchongensis]	Candidatus Kryptobacter tengchongensis	cellular organisms	Bacteria	FCB group	Candidatus Kryptonia	Candidatus Kryptobacter																														
1643429	tetratricopeptide repeat protein [Candidatus Kryptobacter tengchongensis]	Candidatus Kryptobacter tengchongensis	cellular organisms	Bacteria	FCB group	Candidatus Kryptonia	Candidatus Kryptobacter																														
1643429	tetratricopeptide repeat protein [Candidatus Kryptobacter tengchongensis]	Candidatus Kryptobacter tengchongensis	cellular organisms	Bacteria	FCB group	Candidatus Kryptonia	Candidatus Kryptobacter																														
876	tetratricopeptide repeat protein [Desulfovibrio desulfuricans]	Desulfovibrio desulfuricans	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio																											
361111	tetratricopeptide repeat protein [Desulfoglaeba alkanexedens]	Desulfoglaeba alkanexedens	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfoglaeba																											
126333	tetratricopeptide repeat protein [Halodesulfovibrio aestuarii]	Halodesulfovibrio aestuarii	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Halodesulfovibrio																											
66849	tetratricopeptide repeat protein [Desulfonatronum lacustre]	Desulfonatronum lacustre	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum																											
1499967	outer membrane assembly lipoprotein YfiO [Candidatus Vecturithrix granuli]	Candidatus Vecturithrix granuli	cellular organisms	Bacteria	unclassified Bacteria	Candidatus Vecturithrix																															
