qacver	saccver	bitscore	evalue	qlen	slen	length	qcovs	pident	taxid
WP_002854338.1	TFH01792.1	63.4	2.18E-06	820	909	674	79	17.804	2528038
WP_002854338.1	TFH01792.1	63	3.04E-06	820	909	393	79	20.356	2528038
WP_002854338.1	TFH01792.1	61.5	9.47E-06	820	909	646	79	18.266	2528038
WP_002854338.1	TFH01792.1	61.5	9.64E-06	820	909	398	79	18.342	2528038
WP_002854338.1	WP_085052673.1	72.6	3.03E-09	820	624	534	64	15.169	1748249
WP_002854338.1	WP_047103906.1	72.6	3.1E-09	820	817	484	82	15.083	159
WP_002854338.1	WP_047103906.1	69.6	2.68E-08	820	817	725	82	14.897	159
WP_002854338.1	WP_108839950.1	72.3	3.1E-09	820	536	424	52	18.16	784
WP_002854338.1	WP_108839950.1	63	2.67E-06	820	536	416	52	17.788	784
WP_002854338.1	WP_108839950.1	61.9	5.07E-06	820	536	394	52	18.274	784
WP_002854338.1	WP_047109386.1	72.6	3.14E-09	820	800	741	82	16.464	159
WP_002854338.1	KPK87733.1	73	3.19E-09	820	1378	668	79	19.461	1703353
WP_002854338.1	KPK87733.1	58	0.000129	820	1378	701	79	16.69	1703353
WP_002854338.1	WP_052234239.1	72.6	3.22E-09	820	924	623	72	18.62	149698;1406431;1707785
WP_002854338.1	WP_137997414.1	71.9	3.32E-09	820	470	418	43	22.01	2528966
WP_002854338.1	SSC08296.1	72.3	3.33E-09	820	570	351	46	16.524	1181670
WP_002854338.1	SSC08296.1	56.5	0.000311	820	570	241	46	19.502	1181670
WP_002854338.1	WP_047109341.1	72.6	3.35E-09	820	817	484	82	15.083	159
WP_002854338.1	WP_047109341.1	71.5	7.42E-09	820	817	725	82	14.897	159
WP_002854338.1	WP_020004643.1	72.6	3.4E-09	820	804	457	48	17.943	13264
WP_002854338.1	XP_001015265.2	72.6	3.48E-09	820	1111	694	78	17.867	312017
WP_002854338.1	WP_082633801.1	72.3	3.6E-09	820	629	363	43	17.355	1715989
WP_002854338.1	OHB49724.1	72.3	3.65E-09	820	560	538	59	17.658	1801957
WP_002854338.1	WP_021833478.1	72.6	3.72E-09	820	1196	573	65	18.674	263511;423472
WP_002854338.1	WP_021833478.1	59.2	5.28E-05	820	1196	377	65	20.424	263511;423472
WP_002854338.1	WP_104618707.1	72.3	3.8E-09	820	804	470	50	17.872	84378
WP_002854338.1	RKZ20750.1	72.6	3.83E-09	820	911	503	59	16.302	1869227
WP_002854338.1	PNJ54150.1	72.6	3.83E-09	820	1886	481	49	16.008	9601
WP_002854338.1	THJ17943.1	72.3	3.95E-09	820	669	371	44	16.712	1985132
WP_002854338.1	WP_048593220.1	72.3	3.96E-09	820	800	515	55	18.058	381802
WP_002854338.1	PYX68599.1	72.3	4.06E-09	820	838	445	53	19.101	1978231
WP_002854338.1	PYX68599.1	54.9	0.000884	820	838	393	53	18.066	1978231
WP_002854338.1	WP_013114105.1	72.3	4.22E-09	820	804	470	50	17.66	84378;526224
WP_002854338.1	WP_047104655.1	72.3	4.24E-09	820	800	515	55	17.67	159
WP_002854338.1	OLD61569.1	71.9	4.28E-09	820	580	382	43	18.325	1803427;1803443
WP_002854338.1	PMP71794.1	71.9	4.31E-09	820	552	398	51	19.095	86166
WP_002854338.1	PMP71794.1	56.5	0.000256	820	552	296	51	17.23	86166
WP_002854338.1	OGQ34049.1	72.3	4.4E-09	820	934	400	46	20.25	1797867
WP_002854338.1	TFG90953.1	72.3	4.41E-09	820	1135	685	78	16.204	2053509
WP_002854338.1	RKX72225.1	72.3	4.46E-09	820	894	725	84	15.172	2250710
WP_002854338.1	OJV07749.1	72.6	4.47E-09	820	1809	622	85	16.72	1895743
WP_002854338.1	OJV07749.1	65.7	6.31E-07	820	1809	714	85	16.947	1895743
WP_002854338.1	OJV07749.1	55.3	0.000819	820	1809	767	85	17.862	1895743
WP_002854338.1	RKY70213.1	71.5	4.57E-09	820	447	381	43	17.06	2053570
WP_002854338.1	OLB89388.1	72.3	4.6E-09	820	845	390	46	20.513	1803461
WP_002854338.1	XP_017170676.1	72.6	4.66E-09	820	1664	577	85	18.891	10090
WP_002854338.1	XP_017170676.1	56.8	0.000324	820	1664	558	85	16.487	10090
WP_002854338.1	OQW59724.1	71.9	4.69E-09	820	583	421	49	15.914	1978764
WP_002854338.1	WP_028316936.1	72.3	4.75E-09	820	816	373	45	18.499	218208
WP_002854338.1	RKZ19454.1	72.3	4.82E-09	820	879	692	79	16.908	1869227
WP_002854338.1	RKZ19454.1	59.2	4.31E-05	820	879	683	79	15.813	1869227
WP_002854338.1	RKZ19454.1	54.9	0.001	820	879	482	79	16.183	1869227
WP_002854338.1	XP_012622509.1	72.3	4.84E-09	820	1569	486	51	16.667	30608
WP_002854338.1	OQX61359.1	71.9	4.87E-09	820	693	257	28	17.899	1968522
WP_002854338.1	WP_085009992.1	71.9	4.88E-09	820	576	349	41	21.777	1969733
WP_002854338.1	KHE90952.1	71.9	4.92E-09	820	664	385	79	19.74	237368
WP_002854338.1	KHE90952.1	63.8	1.76E-06	820	664	426	79	18.31	237368
WP_002854338.1	KHE90952.1	57.6	0.000117	820	664	627	79	14.833	237368
WP_002854338.1	CUQ67618.1	71.9	4.94E-09	820	621	363	43	17.355	1715989
WP_002854338.1	WP_028090017.1	72.3	5.04E-09	820	1211	500	83	16.8	109265
WP_002854338.1	WP_028090017.1	68	9.84E-08	820	1211	728	83	16.071	109265
WP_002854338.1	WP_028090017.1	62.2	6.37E-06	820	1211	601	83	15.973	109265
WP_002854338.1	XP_011922559.1	72.3	5.12E-09	820	1902	455	47	16.923	9531
WP_002854338.1	RKY81520.1	71.5	5.16E-09	820	546	400	61	20.25	2172550
WP_002854338.1	RKY81520.1	69.2	2.54E-08	820	546	354	61	18.927	2172550
WP_002854338.1	RKY81520.1	55.3	0.000529	820	546	486	61	17.284	2172550
WP_002854338.1	PYT52741.1	71.9	5.21E-09	820	851	390	46	20.513	1978231
WP_002854338.1	XP_011733268.1	72.3	5.31E-09	820	1918	455	47	17.143	9545
WP_002854338.1	XP_011733269.1	72.3	5.34E-09	820	1902	455	47	17.143	9545
WP_002854338.1	PYT39994.1	71.9	5.43E-09	820	851	390	46	20.513	1978231
WP_002854338.1	RKY57900.1	71.5	5.46E-09	820	521	399	42	18.296	2053570
WP_002854338.1	RKY57900.1	60.7	1.1E-05	820	521	209	42	23.445	2053570
WP_002854338.1	WP_012264040.1	72.3	5.58E-09	820	1179	430	87	20.93	1126;449447
WP_002854338.1	WP_012264040.1	59.9	2.73E-05	820	1179	507	87	19.921	1126;449447
WP_002854338.1	WP_012264040.1	55.3	0.001	820	1179	737	87	16.961	1126;449447
WP_002854338.1	OLE66158.1	71.9	5.82E-09	820	1027	213	28	20.657	1803429
WP_002854338.1	OLE66158.1	66.5	2.68E-07	820	1027	226	28	21.681	1803429
WP_002854338.1	PYT37493.1	71.9	5.83E-09	820	1029	213	28	20.657	1978231
WP_002854338.1	PYT37493.1	66.5	2.69E-07	820	1029	226	28	21.681	1978231
WP_002854338.1	RKY78908.1	71.5	5.87E-09	820	546	400	61	20.25	2172550
WP_002854338.1	RKY78908.1	69.2	2.63E-08	820	546	354	61	18.927	2172550
WP_002854338.1	RKY78908.1	55.3	0.000571	820	546	486	61	17.284	2172550
WP_002854338.1	KPJ49201.1	70.7	5.91E-09	820	389	250	29	20	1703771
WP_002854338.1	WP_055075182.1	71.1	6.1E-09	820	528	508	54	15.157	1681830
WP_002854338.1	KPK36679.1	71.9	6.15E-09	820	919	636	77	17.138	1704024
WP_002854338.1	KPK36679.1	66.1	3.21E-07	820	919	689	77	16.836	1704024
WP_002854338.1	XP_017816627.1	72.3	6.18E-09	820	1918	455	47	16.923	9555
WP_002854338.1	XP_005561178.1	72.3	6.24E-09	820	1918	455	47	17.143	9541
WP_002854338.1	XP_025248678.1	72.3	6.33E-09	820	1902	455	47	16.923	9565
WP_002854338.1	XP_009209703.2	72.3	6.39E-09	820	1902	455	47	16.923	9555
WP_002854338.1	XP_005561179.1	72.3	6.39E-09	820	1902	455	47	17.143	9541
WP_002854338.1	PWT84033.1	71.9	6.46E-09	820	841	410	48	17.805	1978231
WP_002854338.1	PYX30229.1	71.9	6.5E-09	820	851	672	79	18.304	1978231
WP_002854338.1	XP_011733270.1	72.3	6.55E-09	820	1902	455	47	17.143	9545
WP_002854338.1	WP_013506709.1	71.9	6.59E-09	820	1017	327	39	18.349	653733;936456
WP_002854338.1	XP_007984724.1	71.9	6.72E-09	820	1900	455	47	16.923	60711
WP_002854338.1	RIB10457.1	71.9	6.76E-09	820	1017	568	65	15.669	44941
WP_002854338.1	WP_053832950.1	71.5	6.82E-09	820	630	524	62	17.557	1490;186802
WP_002854338.1	XP_028707346.1	71.9	6.84E-09	820	1902	455	47	17.143	9544
WP_002854338.1	RKX84733.1	71.5	6.98E-09	820	610	562	63	18.327	2202144
WP_002854338.1	RKY77409.1	71.1	6.99E-09	820	542	400	47	20.5	2172550
WP_002854338.1	RKY77409.1	69.2	2.87E-08	820	542	354	47	18.927	2172550
WP_002854338.1	RKY77409.1	54.5	0.001	820	542	382	47	17.801	2172550
WP_002854338.1	PKL38038.1	71.5	7.09E-09	820	683	501	59	16.367	2013832
WP_002854338.1	XP_007984725.1	71.9	7.12E-09	820	1886	455	47	16.923	60711
WP_002854338.1	CDE97960.1	71.1	7.13E-09	820	590	376	79	20.213	1262843
WP_002854338.1	CDE97960.1	61.5	7.02E-06	820	590	532	79	16.165	1262843
WP_002854338.1	PYX88206.1	71.9	7.15E-09	820	1098	530	62	17.547	1978231
WP_002854338.1	RLE03000.1	71.1	7.19E-09	820	607	320	38	17.812	2052149
WP_002854338.1	WP_033542474.1	71.9	7.5E-09	820	1389	635	71	15.748	1541197
WP_002854338.1	XP_015994068.1	71.9	7.51E-09	820	2000	481	51	17.464	9407
WP_002854338.1	OQW37641.1	71.1	7.74E-09	820	593	371	44	16.981	1827376
WP_002854338.1	GBE36551.1	71.1	7.86E-09	820	576	391	46	19.949	2005730
WP_002854338.1	OPX18216.1	71.5	8.17E-09	820	795	420	47	18.571	1936077
WP_002854338.1	DAA81326.1	71.1	8.33E-09	820	590	376	79	20.213	1916322
WP_002854338.1	DAA81326.1	60.7	1.29E-05	820	590	532	79	16.165	1916322
WP_002854338.1	NP_001299573.1	71.9	8.42E-09	820	1857	577	62	18.891	10090
WP_002854338.1	WP_045873631.1	71.5	8.44E-09	820	938	411	44	20.195	1161;1188;1973485
WP_002854338.1	OUC13996.1	71.5	8.54E-09	820	1180	564	63	17.553	1934309
WP_002854338.1	OUC13996.1	55.7	0.000625	820	1180	497	63	16.097	1934309
WP_002854338.1	XP_021058189.1	71.5	8.71E-09	820	1859	571	84	19.264	10093
WP_002854338.1	XP_021058189.1	69.9	3.04E-08	820	1859	534	84	16.479	10093
WP_002854338.1	XP_021058189.1	59.9	3.51E-05	820	1859	693	84	16.306	10093
WP_002854338.1	WP_083636845.1	71.5	8.82E-09	820	958	439	46	15.945	1922337
WP_002854338.1	OGL43308.1	70.7	8.84E-09	820	579	453	57	17.439	1817876
WP_002854338.1	OGL43308.1	58.8	5.02E-05	820	579	445	57	16.18	1817876
WP_002854338.1	AKB77824.1	71.5	8.88E-09	820	1728	509	83	17.092	1434110
WP_002854338.1	AKB77824.1	62.2	7.22E-06	820	1728	464	83	15.733	1434110
WP_002854338.1	WP_005900029.1	71.1	8.93E-09	820	652	331	47	18.127	851
WP_002854338.1	WP_005900029.1	65.7	3.93E-07	820	652	379	47	17.414	851
WP_002854338.1	WP_005900029.1	61.5	9.13E-06	820	652	277	47	20.578	851
WP_002854338.1	WP_080885124.1	71.1	8.96E-09	820	604	376	44	17.553	1325564
WP_002854338.1	RHZ65121.1	71.5	8.98E-09	820	907	509	60	15.717	1348612
WP_002854338.1	OLP17995.1	71.5	9.04E-09	820	956	439	46	15.945	1922337
WP_002854338.1	PPR65179.1	70.7	9.06E-09	820	515	241	27	21.992	2013073
WP_002854338.1	WP_025163143.1	71.1	9.14E-09	820	630	527	62	19.165	1490
WP_002854338.1	TKJ43683.1	71.1	9.15E-09	820	612	364	41	18.132	2012487
WP_002854338.1	XP_015342921.1	71.5	9.28E-09	820	1990	490	84	18.776	9994
WP_002854338.1	XP_015342921.1	59.9	3.25E-05	820	1990	513	84	16.374	9994
WP_002854338.1	WP_052169143.1	71.1	9.38E-09	820	630	527	62	19.165	1538552
WP_002854338.1	PWT87325.1	71.1	9.44E-09	820	628	373	43	19.303	2052146
WP_002854338.1	PKL64087.1	71.5	1E-08	820	4622	390	85	18.205	2013819
WP_002854338.1	PKL64087.1	64.5	1.36E-06	820	4622	718	85	16.156	2013819
WP_002854338.1	PKL64087.1	63.4	3.22E-06	820	4622	733	85	15.825	2013819
WP_002854338.1	PKL64087.1	62.2	7.08E-06	820	4622	705	85	16.312	2013819
WP_002854338.1	PKL64087.1	57.2	0.000263	820	4622	690	85	16.232	2013819
WP_002854338.1	WP_028845431.1	70.7	1.01E-08	820	554	422	47	17.773	340095
WP_002854338.1	WP_028845431.1	61.1	8.75E-06	820	554	242	47	20.661	340095
WP_002854338.1	ODT20746.1	71.1	1.03E-08	820	826	661	71	14.826	1660103
WP_002854338.1	ODT20746.1	56.1	0.000419	820	826	289	71	19.723	1660103
WP_002854338.1	WP_103980085.1	70.7	1.06E-08	820	617	529	63	18.715	1496
WP_002854338.1	RKY88384.1	70.7	1.06E-08	820	546	400	61	20.25	2172550
WP_002854338.1	RKY88384.1	68	6.76E-08	820	546	354	61	18.644	2172550
WP_002854338.1	RKY88384.1	55.7	0.000498	820	546	486	61	17.284	2172550
WP_002854338.1	PKL37377.1	70.7	1.07E-08	820	712	687	77	18.486	2013829
WP_002854338.1	PKL37377.1	59.5	3.24E-05	820	712	311	77	20.579	2013829
WP_002854338.1	XP_028707344.1	71.5	1.12E-08	820	1926	413	50	20.097	9544
WP_002854338.1	OGL48451.1	70.7	1.12E-08	820	732	270	32	20.37	1817881;1817882;1817883
WP_002854338.1	WP_074079437.1	70.3	1.12E-08	820	497	399	46	19.048	1496
WP_002854338.1	OGL41021.1	70.7	1.13E-08	820	732	270	32	20.37	1817877
WP_002854338.1	PJC28364.1	71.1	1.14E-08	820	1033	245	29	18.367	1974478
WP_002854338.1	ODS32695.1	70.7	1.14E-08	820	663	371	86	18.868	1872076
WP_002854338.1	ODS32695.1	70.7	1.22E-08	820	663	385	86	18.701	1872076
WP_002854338.1	ODS32695.1	69.9	2.07E-08	820	663	708	86	17.655	1872076
WP_002854338.1	ODS32695.1	59.2	4.59E-05	820	663	586	86	16.382	1872076
WP_002854338.1	XP_028707347.1	71.1	1.15E-08	820	1881	413	50	20.097	9544
WP_002854338.1	WP_011308546.1	71.1	1.15E-08	820	1979	760	80	14.342	2208;269797;1434109
WP_002854338.1	RKU28690.1	71.1	1.19E-08	820	957	570	66	16.316	2026781
WP_002854338.1	PYU81994.1	69.9	1.2E-08	820	457	390	46	20	1978231
WP_002854338.1	XP_022286812.1	70.7	1.24E-08	820	851	259	30	19.305	6565
WP_002854338.1	WP_020713596.1	69.9	1.24E-08	820	411	238	28	20.588	1267534
WP_002854338.1	OPX32202.1	67.2	1.26E-08	820	223	233	50	22.318	1956175
WP_002854338.1	OPX32202.1	58	1.98E-05	820	223	198	50	22.222	1956175
WP_002854338.1	XP_011922560.1	71.1	1.27E-08	820	1855	415	47	19.277	9531
WP_002854338.1	XP_011733271.1	71.1	1.28E-08	820	1871	415	47	19.518	9545
WP_002854338.1	XP_022287193.1	70.7	1.31E-08	820	851	259	30	19.305	6565
WP_002854338.1	PYV27837.1	69.9	1.34E-08	820	489	366	43	16.667	1978231
WP_002854338.1	WP_100182993.1	71.1	1.36E-08	820	2122	682	81	14.956	1846278
WP_002854338.1	WP_100182993.1	64.5	1.24E-06	820	2122	667	81	14.543	1846278
WP_002854338.1	WP_100182993.1	61.5	1.07E-05	820	2122	392	81	16.837	1846278
WP_002854338.1	WP_047113208.1	70.7	1.38E-08	820	817	484	80	14.876	159
WP_002854338.1	WP_047113208.1	64.9	8.88E-07	820	817	682	80	15.836	159
WP_002854338.1	XP_024903707.1	71.1	1.38E-08	820	1903	464	49	16.595	9402
WP_002854338.1	XP_017504126.1	71.1	1.39E-08	820	1853	491	51	18.126	9974
WP_002854338.1	WP_021430576.1	70.3	1.39E-08	820	630	527	62	18.975	1490;1233170
WP_002854338.1	RKZ21203.1	69.9	1.43E-08	820	458	396	47	16.162	1869227
WP_002854338.1	OGW78738.1	69.9	1.43E-08	820	506	382	45	20.419	1801821
WP_002854338.1	WP_014405608.1	70.7	1.45E-08	820	1006	726	79	16.391	1041930;1175444
WP_002854338.1	WP_014405608.1	69.6	2.9E-08	820	1006	699	79	16.452	1041930;1175444
WP_002854338.1	WP_014405608.1	59.9	3.13E-05	820	1006	400	79	17	1041930;1175444
WP_002854338.1	XP_005561181.1	71.1	1.48E-08	820	1871	415	47	19.518	9541
WP_002854338.1	OLE10515.1	70.7	1.48E-08	820	1383	561	61	17.291	1803434
WP_002854338.1	WP_096893194.1	70.7	1.48E-08	820	1061	390	46	18.718	1284222
WP_002854338.1	XP_021034890.1	70.7	1.49E-08	820	1859	577	85	19.064	10089
WP_002854338.1	XP_021034890.1	56.8	0.000326	820	1859	714	85	16.387	10089
WP_002854338.1	XP_001024094.1	70.7	1.49E-08	820	850	360	43	17.222	312017
WP_002854338.1	AKB51376.1	70.7	1.54E-08	820	893	414	79	18.841	1434109
WP_002854338.1	AKB51376.1	59.2	4.6E-05	820	893	646	79	15.635	1434109
WP_002854338.1	AKB51376.1	58.8	5.7E-05	820	893	458	79	16.812	1434109
WP_002854338.1	AKB51376.1	58	0.000116	820	893	463	79	16.415	1434109
WP_002854338.1	AKB51376.1	55.7	0.000585	820	893	406	79	17.488	1434109
WP_002854338.1	OHB78591.1	69.9	1.61E-08	820	508	377	44	17.772	1801968
WP_002854338.1	WP_021432925.1	70.3	1.63E-08	820	630	519	61	18.112	1490;1233171
WP_002854338.1	AAZ71514.1	70.3	1.64E-08	820	927	414	79	18.841	269797
WP_002854338.1	AAZ71514.1	59.2	4.74E-05	820	927	646	79	15.635	269797
WP_002854338.1	AAZ71514.1	58.8	6.07E-05	820	927	458	79	16.812	269797
WP_002854338.1	AAZ71514.1	58	0.000123	820	927	463	79	16.415	269797
WP_002854338.1	AAZ71514.1	55.7	0.000633	820	927	406	79	17.488	269797
WP_002854338.1	WP_083254611.1	70.3	1.64E-08	820	787	706	77	17.564	1592317
WP_002854338.1	WP_083254611.1	56.5	0.000287	820	787	721	77	17.06	1592317
WP_002854338.1	RAI11653.1	69.9	1.66E-08	820	589	386	63	18.135	2052166
WP_002854338.1	RAI11653.1	64.5	9.5E-07	820	589	536	63	17.724	2052166
WP_002854338.1	OGL45597.1	69.9	1.66E-08	820	579	453	59	17.439	1817880
WP_002854338.1	OGL45597.1	59.5	3.15E-05	820	579	457	59	15.974	1817880
WP_002854338.1	WP_080565372.1	70.3	1.68E-08	820	924	414	79	18.841	2208
WP_002854338.1	WP_080565372.1	59.2	4.94E-05	820	924	646	79	15.635	2208
WP_002854338.1	WP_080565372.1	58.8	6.22E-05	820	924	458	79	16.812	2208
WP_002854338.1	WP_080565372.1	57.6	0.000131	820	924	463	79	16.415	2208
WP_002854338.1	WP_080565372.1	55.7	0.000655	820	924	406	79	17.488	2208
WP_002854338.1	WP_026387375.1	70.3	1.69E-08	820	842	684	82	17.398	639030
WP_002854338.1	WP_026387375.1	59.5	3.23E-05	820	842	358	82	18.156	639030
WP_002854338.1	PYT77399.1	70.3	1.7E-08	820	866	393	46	18.066	1978231
WP_002854338.1	WP_108840213.1	69.6	1.71E-08	820	467	396	45	16.414	784
WP_002854338.1	WP_094352118.1	70.3	1.74E-08	820	712	271	31	18.819	2014529
WP_002854338.1	WP_018591076.1	69.9	1.74E-08	820	617	529	63	18.904	36841
WP_002854338.1	RKZ24968.1	70.3	1.75E-08	820	846	494	58	15.992	1869227
WP_002854338.1	RLC29098.1	69.9	1.77E-08	820	574	247	27	19.838	2026735
WP_002854338.1	RMF96483.1	70.3	1.78E-08	820	930	672	82	16.22	2419984
WP_002854338.1	RMF96483.1	66.1	3.54E-07	820	930	709	82	15.797	2419984
WP_002854338.1	PYV25679.1	69.9	1.8E-08	820	580	306	46	22.222	1978231
WP_002854338.1	PYV25679.1	56.8	0.000186	820	580	197	46	25.381	1978231
WP_002854338.1	PYV25679.1	56.1	0.000334	820	580	229	46	21.397	1978231
WP_002854338.1	DAB05486.1	69.9	1.82E-08	820	587	388	42	19.072	1916221
WP_002854338.1	WP_015146527.1	70.3	1.82E-08	820	995	236	27	19.915	56110;118323
WP_002854338.1	OXX83657.1	69.9	1.84E-08	820	630	512	60	19.531	1629550
WP_002854338.1	RAI11401.1	69.9	1.84E-08	820	589	386	63	18.394	2052166
WP_002854338.1	RAI11401.1	63	2.39E-06	820	589	536	63	17.724	2052166
WP_002854338.1	PYS56559.1	69.9	1.86E-08	820	632	512	58	17.578	1978231
WP_002854338.1	WP_011330826.1	70.3	1.88E-08	820	934	492	58	18.496	1229;314279;323261
WP_002854338.1	ETR67721.1	69.9	1.89E-08	820	574	484	50	16.116	890399
WP_002854338.1	RMD96958.1	69.9	1.9E-08	820	743	374	44	18.984	2026735
WP_002854338.1	PYT35920.1	69.6	1.9E-08	820	471	397	47	17.884	1978231
WP_002854338.1	OGW94629.1	69.6	1.91E-08	820	506	382	45	20.419	1801828;1801831
WP_002854338.1	WP_109489875.1	69.2	1.92E-08	820	434	393	47	17.303	784
WP_002854338.1	PKL70616.1	70.7	1.93E-08	820	4349	665	80	17.744	2013817
WP_002854338.1	PKL70616.1	69.9	3.38E-08	820	4349	466	80	16.524	2013817
WP_002854338.1	PKL70616.1	66.1	4.95E-07	820	4349	688	80	16.279	2013817
WP_002854338.1	PKL70616.1	59.2	5.66E-05	820	4349	705	80	15.319	2013817
WP_002854338.1	PKL70616.1	56.5	0.000438	820	4349	402	80	17.91	2013817
WP_002854338.1	KHE93266.1	70.3	1.93E-08	820	1454	662	75	17.523	237368
WP_002854338.1	OGW37756.1	69.9	1.94E-08	820	710	407	48	15.971	1801703
WP_002854338.1	RTL46197.1	69.9	1.96E-08	820	728	644	77	16.149	2052166
WP_002854338.1	OGM03088.1	69.9	1.96E-08	820	581	388	58	16.753	1817813
WP_002854338.1	OGM03088.1	63	2.76E-06	820	581	443	58	16.253	1817813
WP_002854338.1	RME69304.1	70.3	2.04E-08	820	1517	398	71	16.583	2026724
WP_002854338.1	RME69304.1	55.3	0.000899	820	1517	628	71	14.331	2026724
WP_002854338.1	XP_001634111.1	70.3	2.04E-08	820	1528	407	80	17.445	45351
WP_002854338.1	XP_001634111.1	68.8	6.6E-08	820	1528	426	80	18.779	45351
WP_002854338.1	XP_001634111.1	57.6	0.000161	820	1528	807	80	15.489	45351
WP_002854338.1	XP_001634111.1	56.5	0.000402	820	1528	294	80	20.408	45351
WP_002854338.1	RMD94359.1	67.6	2.05E-08	820	288	244	46	21.311	2212469
WP_002854338.1	RMD94359.1	59.5	9.81E-06	820	288	295	46	16.271	2212469
WP_002854338.1	EDZ68218.1	70.3	2.06E-08	820	926	492	58	18.496	473788
WP_002854338.1	CDC18515.1	69.6	2.09E-08	820	593	451	53	17.738	1262794
WP_002854338.1	WP_109455981.1	68.4	2.11E-08	820	331	251	29	20.717	784
WP_002854338.1	WP_109455981.1	61.9	2.83E-06	820	331	208	29	21.154	784
WP_002854338.1	OFW46312.1	69.2	2.22E-08	820	418	399	82	15.539	1797196
WP_002854338.1	OFW46312.1	54.9	0.00067	820	418	414	82	16.184	1797196
WP_002854338.1	WP_046823523.1	69.6	2.24E-08	820	630	512	60	19.531	1629550
WP_002854338.1	OMJ91318.1	69.6	2.26E-08	820	604	341	41	18.768	5963
WP_002854338.1	VFV31121.1	70.3	2.26E-08	820	1160	442	49	18.778	191816
WP_002854338.1	WP_063397058.1	69.9	2.31E-08	820	930	541	65	18.115	1723647
WP_002854338.1	WP_063397058.1	61.9	7.46E-06	820	930	514	65	16.732	1723647
WP_002854338.1	OGW18101.1	69.9	2.31E-08	820	765	409	79	19.071	1801687
WP_002854338.1	OGW18101.1	66.1	3.27E-07	820	765	620	79	18.548	1801687
WP_002854338.1	OGW18101.1	58.4	7.42E-05	820	765	474	79	15.19	1801687
WP_002854338.1	OGW18101.1	56.5	0.000299	820	765	695	79	16.115	1801687
WP_002854338.1	XP_027785452.1	70.3	2.35E-08	820	1847	504	53	18.056	93162
WP_002854338.1	AAI03916.1	69.6	2.38E-08	820	600	451	47	17.295	9606;32630;1958742
WP_002854338.1	PYQ44122.1	70.3	2.4E-08	820	1415	561	61	17.291	1978231
WP_002854338.1	XP_026264767.1	70.3	2.4E-08	820	1894	490	84	18.571	9999
WP_002854338.1	XP_026264767.1	57.2	0.000241	820	1894	410	84	16.341	9999
WP_002854338.1	XP_026264767.1	55.3	0.001	820	1894	511	84	16.438	9999
WP_002854338.1	PYX85006.1	69.2	2.43E-08	820	468	445	53	19.101	1978231
WP_002854338.1	XP_027839511.1	69.9	2.43E-08	820	1146	413	82	20.823	80765
WP_002854338.1	XP_027839511.1	69.2	4.49E-08	820	1146	572	82	15.21	80765
WP_002854338.1	PKL48801.1	69.6	2.45E-08	820	712	695	83	16.547	2013830
WP_002854338.1	PKL48801.1	57.2	0.000158	820	712	311	83	20.257	2013830
WP_002854338.1	XP_028638363.1	70.3	2.46E-08	820	1861	516	80	18.023	491861
WP_002854338.1	XP_028638363.1	61.9	9.83E-06	820	1861	404	80	20.05	491861
WP_002854338.1	XP_028638363.1	59.5	4.09E-05	820	1861	718	80	16.156	491861
WP_002854338.1	OHB46329.1	69.6	2.48E-08	820	664	417	85	17.506	1801956
WP_002854338.1	OHB46329.1	62.2	4.6E-06	820	664	405	85	18.025	1801956
WP_002854338.1	OHB46329.1	62.2	5.37E-06	820	664	343	85	18.076	1801956
WP_002854338.1	OHB46329.1	58	8.81E-05	820	664	715	85	17.902	1801956
WP_002854338.1	OPY20279.1	69.2	2.48E-08	820	504	415	48	18.795	1811679
WP_002854338.1	XP_020038374.1	70.3	2.54E-08	820	1872	492	50	18.089	51338
WP_002854338.1	WP_039679438.1	69.2	2.55E-08	820	497	399	46	18.797	186804;1577792
WP_002854338.1	WP_054299964.1	69.9	2.56E-08	820	1614	396	47	17.424	1715806
WP_002854338.1	WP_054299964.1	56.5	0.000412	820	1614	424	47	17.453	1715806
WP_002854338.1	OHD62335.1	69.6	2.61E-08	820	743	461	81	16.92	1802189
WP_002854338.1	OHD62335.1	66.9	2.11E-07	820	743	492	81	14.431	1802189
WP_002854338.1	OHD62335.1	56.8	0.000243	820	743	251	81	17.928	1802189
WP_002854338.1	WP_028581042.1	69.6	2.64E-08	820	761	645	73	16.434	231447
WP_002854338.1	WP_083720364.1	69.9	2.66E-08	820	1023	232	26	28.017	1936242
WP_002854338.1	WP_115151917.1	69.2	2.72E-08	820	575	421	45	19.952	158847
WP_002854338.1	XP_014787352.1	69.6	2.75E-08	820	756	224	26	21.875	37653
WP_002854338.1	PYT45005.1	68.8	2.77E-08	820	471	393	47	17.812	1978231
WP_002854338.1	KPK13165.1	69.9	2.77E-08	820	2503	563	66	18.295	1703386
WP_002854338.1	PMP88371.1	69.6	2.78E-08	820	650	449	80	19.376	1962857
WP_002854338.1	PMP88371.1	60.7	1.25E-05	820	650	578	80	16.263	1962857
WP_002854338.1	SPR14101.1	68.8	2.81E-08	820	432	383	47	17.232	784
WP_002854338.1	SPR14101.1	56.8	0.000155	820	432	202	47	25.743	784
WP_002854338.1	WP_081454685.1	69.6	2.83E-08	820	992	655	76	15.42	77022
WP_002854338.1	OQW42643.1	69.2	2.87E-08	820	546	406	48	16.256	1827378
