qaccver	saccver	bitscore	eval	qlen	slen	length	qcovs	pident	taxid	protein	species	a	b	c	d	e	f	g	h	I	j	k	l	m	n	o	p	q
WP_002851328.1	WP_015861811.1	103	1.21E-18	788	978	595	71	13.445	184917;573370	tetratricopeptide repeat protein [Desulfovibrio magneticus]	Desulfovibrio magneticus	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio									
WP_002851328.1	CUU08907.1	103	1.46E-18	788	996	641	77	14.353	1643429	Beta-barrel assembly machine subunit BamD [Candidatus Kryptobacter tengchongensis]	Candidatus Kryptobacter tengchongensis	cellular organisms	Bacteria	FCB group	Candidatus Kryptonia	Candidatus Kryptobacter												
WP_002851328.1	CUU08907.1	86.1	2.69E-13	788	996	567	77	14.286	1643429	Beta-barrel assembly machine subunit BamD [Candidatus Kryptobacter tengchongensis]	Candidatus Kryptobacter tengchongensis	cellular organisms	Bacteria	FCB group	Candidatus Kryptonia	Candidatus Kryptobacter												
WP_002851328.1	CUU08907.1	80.3	1.49E-11	788	996	579	77	13.126	1643429	Beta-barrel assembly machine subunit BamD [Candidatus Kryptobacter tengchongensis]	Candidatus Kryptobacter tengchongensis	cellular organisms	Bacteria	FCB group	Candidatus Kryptonia	Candidatus Kryptobacter												
WP_002851328.1	CUU08907.1	71.1	1.08E-08	788	996	547	77	14.808	1643429	Beta-barrel assembly machine subunit BamD [Candidatus Kryptobacter tengchongensis]	Candidatus Kryptobacter tengchongensis	cellular organisms	Bacteria	FCB group	Candidatus Kryptonia	Candidatus Kryptobacter												
WP_002851328.1	CUU08907.1	58.4	8.85E-05	788	996	374	77	14.973	1643429	Beta-barrel assembly machine subunit BamD [Candidatus Kryptobacter tengchongensis]	Candidatus Kryptobacter tengchongensis	cellular organisms	Bacteria	FCB group	Candidatus Kryptonia	Candidatus Kryptobacter												
WP_002851328.1	CUU08907.1	55.3	0.000764	788	996	417	77	12.95	1643429	Beta-barrel assembly machine subunit BamD [Candidatus Kryptobacter tengchongensis]	Candidatus Kryptobacter tengchongensis	cellular organisms	Bacteria	FCB group	Candidatus Kryptonia	Candidatus Kryptobacter												
WP_002851328.1	WP_078717508.1	103	1.53E-18	788	1074	656	77	12.043	47158;1121449	tetratricopeptide repeat protein [Desulfovibrio gracilis]	Desulfovibrio gracilis	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio									
WP_002851328.1	RKY74822.1	102	1.69E-18	788	1068	597	74	14.908	2053570	hypothetical protein DRQ14_00660 [Candidatus Latescibacteria bacterium]	Candidatus Latescibacteria bacterium	cellular organisms	Bacteria	FCB group	Candidatus Latescibacteria	unclassified Candidatus Latescibacteria												
WP_002851328.1	RKY74822.1	69.9	2.52E-08	788	1068	230	74	14.348	2053570	hypothetical protein DRQ14_00660 [Candidatus Latescibacteria bacterium]	Candidatus Latescibacteria bacterium	cellular organisms	Bacteria	FCB group	Candidatus Latescibacteria	unclassified Candidatus Latescibacteria												
WP_002851328.1	RKY74822.1	59.2	5.46E-05	788	1068	615	74	12.358	2053570	hypothetical protein DRQ14_00660 [Candidatus Latescibacteria bacterium]	Candidatus Latescibacteria bacterium	cellular organisms	Bacteria	FCB group	Candidatus Latescibacteria	unclassified Candidatus Latescibacteria												
WP_002851328.1	TKJ46866.1	102	2.08E-18	788	921	509	76	14.538	2012485	hypothetical protein CEE34_06685 [Candidatus Aerophobetes bacterium Ae_b3a]	Candidatus Aerophobetes bacterium Ae_b3a	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes											
WP_002851328.1	TKJ46866.1	85.7	3.02E-13	788	921	617	76	13.452	2012485	hypothetical protein CEE34_06685 [Candidatus Aerophobetes bacterium Ae_b3a]	Candidatus Aerophobetes bacterium Ae_b3a	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes											
WP_002851328.1	TKJ46866.1	85.3	3.49E-13	788	921	634	76	12.776	2012485	hypothetical protein CEE34_06685 [Candidatus Aerophobetes bacterium Ae_b3a]	Candidatus Aerophobetes bacterium Ae_b3a	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes											
WP_002851328.1	TKJ46866.1	81.5	5.39E-12	788	921	557	76	13.824	2012485	hypothetical protein CEE34_06685 [Candidatus Aerophobetes bacterium Ae_b3a]	Candidatus Aerophobetes bacterium Ae_b3a	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes											
WP_002851328.1	TKJ46866.1	71.1	1.06E-08	788	921	452	76	13.717	2012485	hypothetical protein CEE34_06685 [Candidatus Aerophobetes bacterium Ae_b3a]	Candidatus Aerophobetes bacterium Ae_b3a	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes											
WP_002851328.1	TEU02991.1	102	2.13E-18	788	921	509	76	14.145	2030807	tetratricopeptide repeat protein [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes											
WP_002851328.1	TEU02991.1	84.6	6.05E-13	788	921	631	76	12.837	2030807	tetratricopeptide repeat protein [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes											
WP_002851328.1	TEU02991.1	83.4	1.64E-12	788	921	613	76	14.519	2030807	tetratricopeptide repeat protein [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes											
WP_002851328.1	TEU02991.1	79.6	2.33E-11	788	921	557	76	13.824	2030807	tetratricopeptide repeat protein [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes											
WP_002851328.1	TEU02991.1	71.1	8.95E-09	788	921	452	76	13.717	2030807	tetratricopeptide repeat protein [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes											
WP_002851328.1	RKY67062.1	102	2.15E-18	788	1068	598	74	15.05	2053570	hypothetical protein DRQ08_01140 [Candidatus Latescibacteria bacterium]	Candidatus Latescibacteria bacterium	cellular organisms	Bacteria	FCB group	Candidatus Latescibacteria	unclassified Candidatus Latescibacteria												
WP_002851328.1	RKY67062.1	69.6	2.96E-08	788	1068	230	74	14.348	2053570	hypothetical protein DRQ08_01140 [Candidatus Latescibacteria bacterium]	Candidatus Latescibacteria bacterium	cellular organisms	Bacteria	FCB group	Candidatus Latescibacteria	unclassified Candidatus Latescibacteria												
WP_002851328.1	RKY67062.1	59.5	3.39E-05	788	1068	615	74	12.358	2053570	hypothetical protein DRQ08_01140 [Candidatus Latescibacteria bacterium]	Candidatus Latescibacteria bacterium	cellular organisms	Bacteria	FCB group	Candidatus Latescibacteria	unclassified Candidatus Latescibacteria												
WP_002851328.1	RLB83781.1	101	2.53E-18	788	839	659	80	12.443	2026735	hypothetical protein DRH17_01085 [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)										
WP_002851328.1	RPI71662.1	101	2.64E-18	788	948	647	79	15.301	2049428	tetratricopeptide repeat protein, partial [Ignavibacteriales bacterium]	Ignavibacteriales bacterium	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	unclassified Ignavibacteriales									
WP_002851328.1	RPI71662.1	69.6	3.05E-08	788	948	441	79	14.059	2049428	tetratricopeptide repeat protein, partial [Ignavibacteriales bacterium]	Ignavibacteriales bacterium	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	unclassified Ignavibacteriales									
WP_002851328.1	RPI71662.1	62.6	3.74E-06	788	948	671	79	14.009	2049428	tetratricopeptide repeat protein, partial [Ignavibacteriales bacterium]	Ignavibacteriales bacterium	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	unclassified Ignavibacteriales									
WP_002851328.1	RPI71662.1	60.7	1.77E-05	788	948	243	79	11.934	2049428	tetratricopeptide repeat protein, partial [Ignavibacteriales bacterium]	Ignavibacteriales bacterium	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	unclassified Ignavibacteriales									
WP_002851328.1	RLE14470.1	101	2.78E-18	788	786	558	76	14.158	2030807	hypothetical protein DRI96_01415, partial [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes											
WP_002851328.1	RLE14470.1	90.7	7.28E-15	788	786	607	76	16.639	2030807	hypothetical protein DRI96_01415, partial [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes											
WP_002851328.1	RLE14470.1	83.8	1.08E-12	788	786	609	76	12.808	2030807	hypothetical protein DRI96_01415, partial [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes											
WP_002851328.1	RLE14470.1	64.9	6.87E-07	788	786	498	76	13.253	2030807	hypothetical protein DRI96_01415, partial [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes											
WP_002851328.1	CUU08416.1	101	2.9E-18	788	967	641	77	14.197	1643429	Beta-barrel assembly machine subunit BamD, partial [Candidatus Kryptobacter tengchongensis]	Candidatus Kryptobacter tengchongensis	cellular organisms	Bacteria	FCB group	Candidatus Kryptonia	Candidatus Kryptobacter												
WP_002851328.1	CUU08416.1	85.3	3.82E-13	788	967	567	77	14.286	1643429	Beta-barrel assembly machine subunit BamD, partial [Candidatus Kryptobacter tengchongensis]	Candidatus Kryptobacter tengchongensis	cellular organisms	Bacteria	FCB group	Candidatus Kryptonia	Candidatus Kryptobacter												
WP_002851328.1	CUU08416.1	73	2.49E-09	788	967	547	77	14.808	1643429	Beta-barrel assembly machine subunit BamD, partial [Candidatus Kryptobacter tengchongensis]	Candidatus Kryptobacter tengchongensis	cellular organisms	Bacteria	FCB group	Candidatus Kryptonia	Candidatus Kryptobacter												
WP_002851328.1	CUU08416.1	72.6	3.25E-09	788	967	598	77	12.876	1643429	Beta-barrel assembly machine subunit BamD, partial [Candidatus Kryptobacter tengchongensis]	Candidatus Kryptobacter tengchongensis	cellular organisms	Bacteria	FCB group	Candidatus Kryptonia	Candidatus Kryptobacter												
WP_002851328.1	CUU08416.1	58.4	7.52E-05	788	967	374	77	14.973	1643429	Beta-barrel assembly machine subunit BamD, partial [Candidatus Kryptobacter tengchongensis]	Candidatus Kryptobacter tengchongensis	cellular organisms	Bacteria	FCB group	Candidatus Kryptonia	Candidatus Kryptobacter												
WP_002851328.1	RLB21319.1	101	3.09E-18	788	914	633	77	15.482	2026735	hypothetical protein DRG76_09290, partial [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)										
WP_002851328.1	RMF93251.1	101	3.35E-18	788	809	677	77	12.26	2026769	outer membrane protein assembly factor BamD, partial [Nitrospinae bacterium]	Nitrospinae bacterium	cellular organisms	Bacteria	Nitrospinae/Tectomicrobia group	Nitrospinae	unclassified Nitrospinae												
WP_002851328.1	RMF93251.1	79.6	2.1E-11	788	809	620	77	13.226	2026769	outer membrane protein assembly factor BamD, partial [Nitrospinae bacterium]	Nitrospinae bacterium	cellular organisms	Bacteria	Nitrospinae/Tectomicrobia group	Nitrospinae	unclassified Nitrospinae												
WP_002851328.1	PSQ99940.1	101	3.81E-18	788	1012	656	75	14.329	1919114	hypothetical protein BRD51_01230 [Bacteroidetes bacterium SW_11_64_17]	Bacteroidetes bacterium SW_11_64_17	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	unclassified Bacteroidetes	unclassified Bacteroidetes (miscellaneous)										
WP_002851328.1	PSQ99940.1	85.3	4.49E-13	788	1012	436	75	14.45	1919114	hypothetical protein BRD51_01230 [Bacteroidetes bacterium SW_11_64_17]	Bacteroidetes bacterium SW_11_64_17	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	unclassified Bacteroidetes	unclassified Bacteroidetes (miscellaneous)										
WP_002851328.1	PSQ99940.1	73.4	1.97E-09	788	1012	611	75	12.93	1919114	hypothetical protein BRD51_01230 [Bacteroidetes bacterium SW_11_64_17]	Bacteroidetes bacterium SW_11_64_17	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	unclassified Bacteroidetes	unclassified Bacteroidetes (miscellaneous)										
WP_002851328.1	RLE15523.1	101	4.46E-18	788	956	652	76	14.417	2030807	hypothetical protein DRJ04_00060 [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes											
WP_002851328.1	RLE15523.1	86.1	2.03E-13	788	956	696	76	11.782	2030807	hypothetical protein DRJ04_00060 [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes											
WP_002851328.1	RLE15523.1	85	5.16E-13	788	956	623	76	13.644	2030807	hypothetical protein DRJ04_00060 [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes											
WP_002851328.1	RLE15523.1	76.9	1.55E-10	788	956	634	76	14.984	2030807	hypothetical protein DRJ04_00060 [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes											
WP_002851328.1	WP_081079637.1	100	5.64E-18	788	685	641	75	14.353	1643429	tetratricopeptide repeat protein [Candidatus Kryptobacter tengchongensis]	Candidatus Kryptobacter tengchongensis	cellular organisms	Bacteria	FCB group	Candidatus Kryptonia	Candidatus Kryptobacter												
WP_002851328.1	WP_081079637.1	56.8	0.000203	788	685	293	75	14.334	1643429	tetratricopeptide repeat protein [Candidatus Kryptobacter tengchongensis]	Candidatus Kryptobacter tengchongensis	cellular organisms	Bacteria	FCB group	Candidatus Kryptonia	Candidatus Kryptobacter												
WP_002851328.1	WP_081079637.1	56.8	0.000205	788	685	374	75	14.973	1643429	tetratricopeptide repeat protein [Candidatus Kryptobacter tengchongensis]	Candidatus Kryptobacter tengchongensis	cellular organisms	Bacteria	FCB group	Candidatus Kryptonia	Candidatus Kryptobacter												
WP_002851328.1	OGW56756.1	100	6.12E-18	788	729	637	76	14.443	1801714	hypothetical protein A3D21_02570 [Nitrospirae bacterium RIFCSPHIGHO2_02_FULL_42_12]	Nitrospirae bacterium RIFCSPHIGHO2_02_FULL_42_12	cellular organisms	Bacteria	Nitrospirae	unclassified Nitrospirae													
WP_002851328.1	WP_051364048.1	100	7.9E-18	788	1154	671	80	14.158	58180	tetratricopeptide repeat protein [Desulfovibrio alaskensis]	Desulfovibrio alaskensis	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio									
WP_002851328.1	WP_011368732.1	100	9.71E-18	788	1154	671	80	14.158	58180;207559	tetratricopeptide repeat protein [Desulfovibrio alaskensis]	Desulfovibrio alaskensis	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio									
WP_002851328.1	EKO38277.1	99	1.1E-17	788	987	595	71	13.445	1206767	hypothetical protein B193_3020 [Desulfovibrio magneticus str. Maddingley MBC34]	Desulfovibrio magneticus str. Maddingley MBC34	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio magneticus								
WP_002851328.1	RLB32676.1	99.6	1.26E-17	788	888	621	75	13.688	2026735	hypothetical protein DRH20_14440, partial [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)										
WP_002851328.1	WP_082936423.1	99	1.29E-17	788	994	636	76	14.151	1560234	tetratricopeptide repeat protein [Halodesulfovibrio spirochaetisodalis]	Halodesulfovibrio spirochaetisodalis	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Halodesulfovibrio									
WP_002851328.1	TET85204.1	99.6	1.42E-17	788	921	509	76	13.949	2030807	tetratricopeptide repeat protein [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes											
WP_002851328.1	TET85204.1	87.3	1.06E-13	788	921	628	76	12.58	2030807	tetratricopeptide repeat protein [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes											
WP_002851328.1	TET85204.1	83	1.88E-12	788	921	613	76	14.519	2030807	tetratricopeptide repeat protein [Candidatus Aerophobetes bacterium]	Candidatus Aerophobetes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aerophobetes	unclassified Aerophobetes											
